article_key,symbol,provider,source_name,source_url,title,content_excerpt,published_at,available_at,fetched_at,availability_basis,entity_match_method,entity_confidence,event_type,sentiment_score,sentiment_label,analysis_method
bd5d59c3b7eba51378cac42aef3a75b36ed2680873b5d2102a27a3e83a998486,KOS,vnstock:VCI,vnstock:VCI,,KOS:  Thông báo nhận được Quyết định xử phạt vi phạm hành chính về thuế của Cục thuế TP.Hà Nội,,2025-03-07 10:35:00+00:00,2025-03-07 10:35:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,legal,-1.0,negative,keyword_heuristic_v1
9b48c70ab8932db3576cf92b44cf325c092831249a6da75848c2292ab33234c1,KOS,vnstock:VCI,vnstock:VCI,,KOS:  Giải trình BCTC HN và riêng năm 2024 so với cùng kỳ năm trước,,2025-04-01 07:33:00+00:00,2025-04-01 07:33:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
a985692d5360647f04ed28302fa2acb7da4c337895ef0c8b2840319f61693f87,KOS,vnstock:VCI,vnstock:VCI,,KOS:  Nghị quyết HĐQT về việc gia hạn thời gian tổ chức họp ĐHĐCĐ thường niên 2025,,2025-04-14 10:57:00+00:00,2025-04-14 10:57:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
4f497390add1d480305b8ae564c35c757e86fecf7a9ac63d9f496af3b571b0e6,KOS,vnstock:VCI,vnstock:VCI,,KOS:  Quyết định của HĐQT về việc bổ nhiệm Phó TGĐ Phụ trách Tài chính,,2025-04-14 10:58:00+00:00,2025-04-14 10:58:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
77816d1177c7d8d7a0105ef1ec908434510de11b8c0d5aa5111af46a85241d0e,KOS,vnstock:VCI,vnstock:VCI,,KOS: Báo cáo thường niên năm 2024,,2025-04-21 04:20:00+00:00,2025-04-21 04:20:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
109ebeee6d851f38164570568406bb4734300fcc432150c42e792ffe91a7b1a2,KOS,vnstock:VCI,vnstock:VCI,,KOS: Đính chính Quyết định của HĐQT về việc bổ nhiệm Phó Tổng Giám đốc,,2025-04-22 10:40:00+00:00,2025-04-22 10:40:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
8925f99c8f24ae47a126f4d1af3d63b44e08f7a936b4897f1927cbde86f5b310,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2025,,2025-05-06 10:59:52+00:00,2025-05-06 10:59:52+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
3fd583713250597acafa36147ff57152d68908cc0ba06d0c0eee5e97a2715740,KOS,vnstock:VCI,vnstock:VCI,,KOS: Nghị quyết HĐQT về việc thông qua tổ chức và chốt DSCĐ tham dự ĐHĐCĐ thường niên 2025,,2025-05-06 11:01:11+00:00,2025-05-06 11:01:11+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
1ad4fbe17dee3848a3b7a36b5c1bc9d1a725f701ca2dd270a082b1d104a05520,KOS,vnstock:VCI,vnstock:VCI,,KOS: Nghị quyết HĐQT về việc thông qua kế hoạch kinh doanh năm 2025,,2025-05-09 10:51:34+00:00,2025-05-09 10:51:34+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
8a8a7d1ad44aa00361e2700bd622bbee3962667f96aa6db36d4f999d748386c2,KOS,vnstock:VCI,vnstock:VCI,,KOS: Nghị quyết HĐQT về việc thông qua giao dịch với các bên có liên quan,,2025-05-09 10:52:28+00:00,2025-05-09 10:52:28+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
8e487a5ff913d5fe455b84dbbcaea81ecdf1d329ac5740db8ed3c5edc79d8a48,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2025,,2025-05-13 08:18:18+00:00,2025-05-13 08:18:18+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
d40e6a3aa0bd318a3a88985a3db3feb55a9de0f75eb5a43f767d73d0a4fde2cf,KOS,vnstock:VCI,vnstock:VCI,,"KOS: Thông báo thời gian, địa điểm họp và link tài liệu họp ĐHĐCĐ thường niên năm 2025",,2025-05-29 10:34:52+00:00,2025-05-29 10:34:52+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
9bffe83ceb9791db0c8acb411961673e8ff71067ef06baa201fe7100c785316f,KOS,vnstock:VCI,vnstock:VCI,,"ĐHCĐ Kosy (KOS): Dồn lực khắc phục khó khăn, mục tiêu lãi 118 tỷ đồng trong năm 2025",,2025-06-20 06:54:00+00:00,2025-06-20 06:54:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,1.0,positive,keyword_heuristic_v1
a1d4b46a524430f99f479b9ca15c471a77d14069ecf2cc920b4f8f9c3730ff30,KOS,vnstock:VCI,vnstock:VCI,,"KOS: Nghị quyết, Biên bản họp ĐHĐCĐ thường niên năm 2025 và tài liệu liên quan",,2025-06-23 07:57:32+00:00,2025-06-23 07:57:32+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
2232f8081c26544622619aa6df6790958749a4d1c74c365b18518fc7b657163f,KOS,vnstock:VCI,vnstock:VCI,,KOS: Nghị quyết HĐQT về việc lựa chọn đơn vị kiểm toán cho năm 2025,,2025-07-01 11:04:18+00:00,2025-07-01 11:04:18+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
e9272353864551f71393bc5f4d7e859733f85f737cecc774f1dfcfcddeb20961,KOS,vnstock:VCI,vnstock:VCI,,KOS: Phó TGĐ đăng ký bán 53.300 cổ phiếu,,2025-07-18 10:32:00+00:00,2025-07-18 10:32:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
e43bd49db7859e3ef8cbd7d301fbe04bd8da3df428d42e0e9c0decdce2aac792,KOS,vnstock:VCI,vnstock:VCI,,KOS: Báo cáo tình hình quản trị 6 tháng đầu năm 2025,,2025-07-30 11:02:31+00:00,2025-07-30 11:02:31+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
a335428d80a2a902351463f8ee21b1e38d99b68701d11d7fdc185f98a9783a1b,KOS,vnstock:VCI,vnstock:VCI,,KOS: Giải trình BCTC HN và Riêng quý 2/2025 so với cùng kỳ năm trước,,2025-07-31 09:20:00+00:00,2025-07-31 09:20:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
ee045c2f27d1795558bb4d1b3e2dfb6f25c0e8a5fe4c1086c7217405ea229b69,KOS,vnstock:VCI,vnstock:VCI,,KOS: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Nguyễn Việt Thung,,2025-07-31 11:21:21+00:00,2025-07-31 11:21:21+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
87f05401e0c81c5dbac7aef03f1e9999982781f2b0b7f7da5f101b4c0a8730a8,KOS,vnstock:VCI,vnstock:VCI,,KOS: Công văn công bố BCTCHN bán niên 2025 và giải trình,,2025-08-29 10:52:49+00:00,2025-08-29 10:52:49+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
9c71e1dd863f4edee82683802dc4e0b225735335f74fcd558767348ec8311865,KOS,vnstock:VCI,vnstock:VCI,,KOS: Đính chính BCTC bán niên 2025,,2025-09-05 11:36:35+00:00,2025-09-05 11:36:35+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
27b99e5e0c9c88b3cac9e0d387c4336ee37c24dc4e13a03fb0b89f628502c69b,KOS,vnstock:VCI,vnstock:VCI,,KOS: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 19,,2025-09-17 10:11:50+00:00,2025-09-17 10:11:50+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
755f6dad94b06fa5fe704dacfe947fa857621e5237c794e83b147f16d48a8bc2,KOS,vnstock:VCI,vnstock:VCI,,KOS: Nghị quyết HĐQT về việc lấy ý kiến cổ đông bằng văn bản,,2025-11-05 09:57:45+00:00,2025-11-05 09:57:45+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
974aca0a8dd736990260688197a5eeb28e4829f3915fefc624a94628660eb2de,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo ngày ĐKCC lấy ý kiến cổ đông bằng văn bản,,2025-11-05 09:58:39+00:00,2025-11-05 09:58:39+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
2eefc14f239b43054ea0e5763108d6742b94221955efbac0baad07dc6c10cf7a,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo của VSDC về ngày đăng ký cuối cùng để thực hiện quyền cho chủ sở hữu chứng khoán,,2025-11-10 09:54:00+00:00,2025-11-10 09:54:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
6c73ebd272efe77b9e8f0e297326ae4cd51f3e3f5427716e25c63e9955496179,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo ngày ĐKCC lấy ý kiến cổ đông bằng văn bản,,2025-11-12 02:13:00+00:00,2025-11-12 02:13:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
4ca2a85edabf230821123e759d81ba10c4a1f801d2a054c791c7f7c774a15fe5,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo về việc gửi Phiếu lấy ý kiến cổ đông bằng văn bản lần 1 năm 2025,,2025-12-05 06:54:27+00:00,2025-12-05 06:54:27+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
61608d01512729b2a4c88c0cebd8661845fdb5468891267f03c55a4f8f121d15,KOS,vnstock:VCI,vnstock:VCI,,KOS: CBTT Phụ lục sửa đổi điều lệ,,2025-12-16 09:10:52+00:00,2025-12-16 09:10:52+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
5127b7e562da33483484ee8dc7fcfa83b4b3f4d5f616406f1faeed30c7554fc5,KOS,vnstock:VCI,vnstock:VCI,,"KOS: Nghị quyết, Biên bản kiểm phiếu bằng hình thức lấy ý kiến cổ đông bằng văn bản và tờ trình được thông qua",,2025-12-16 09:11:55+00:00,2025-12-16 09:11:55+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
32e4e31d7f174d36d2e993509c8c05d72c4967b467a021a9aa66f96eeced5288,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo thay đổi giấy chứng nhận đăng ký DN lần thứ 20 và GXN,,2026-01-19 11:15:00+00:00,2026-01-19 11:15:00+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
c942068946f4b921d6dfd561ade8c34547c8098fbc30a3811edf6a4885ee468d,KOS,vnstock:VCI,vnstock:VCI,,KOS: Báo cáo tình hình quản trị công ty năm 2025,,2026-01-30 08:32:59+00:00,2026-01-30 08:32:59+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
6374257051fcc83dfd5328681de419af3e6f5b69e72a6686a95e0bb4abb77cdc,KOS,vnstock:VCI,vnstock:VCI,,KOS: Giải trình BCTC HN và Riêng quý 4/2025 so với cùng kỳ năm trước,,2026-01-30 11:54:10+00:00,2026-01-30 11:54:10+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
d8c3f1fee3e27411e10ed8607204cdd700a062f5ad1d86f6499e1e7a9e1b97ab,KOS,vnstock:VCI,vnstock:VCI,,KOS: Nhắc nhở chậm công bố thông tin Nghị quyết HĐQT,,2026-03-06 10:40:12+00:00,2026-03-06 10:40:12+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
1f91efbaa8f9a279245560faef0b1a06098e5cbfe325fb4e3cd4144439bafc27,KOS,vnstock:VCI,vnstock:VCI,,KOS: Thông báo về việc điều chỉnh thông tin trụ sở công ty đã công bố,,2026-03-09 10:53:55+00:00,2026-03-09 10:53:55+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
8cd6198a8af9802445fd5ccea582360bcf5d2935141c704470580aa8153c47ac,KOS,vnstock:VCI,vnstock:VCI,,KOS: Giải trình BCTC HN và Riêng năm 2025 so với cùng kỳ năm trước,,2026-03-31 06:52:07+00:00,2026-03-31 06:52:07+00:00,2026-08-16 05:52:41.377566+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
