article_key,symbol,provider,source_name,source_url,title,content_excerpt,published_at,available_at,fetched_at,availability_basis,entity_match_method,entity_confidence,event_type,sentiment_score,sentiment_label,analysis_method
43684152d1b1b2971bccdb60136f6b122ffc8a2cb401b123285007e96c9282f0,TCH,vnstock:VCI,vnstock:VCI,,TCH: Điều lệ công ty sửa đổi ban hành tháng 09/2025,,2025-09-26 08:56:09+00:00,2025-09-26 08:56:09+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
144357e25a090e8787689d878dba2da33f61ff359649e8deb00b66f12b40c9b3,TCH,vnstock:VCI,vnstock:VCI,,TCH: Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết đang lưu hành,,2025-09-26 08:56:46+00:00,2025-09-26 08:56:46+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
708e9d5533583153d9678e99893a55001872cfe725bb8502e248ef2923518186,TCH,vnstock:VCI,vnstock:VCI,,TCH: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 20,,2025-09-30 10:16:46+00:00,2025-09-30 10:16:46+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
304ed36b52b22745a2ff582c14c65c573a9fc75a37e1eea3134c5fdedb00023e,TCH,vnstock:VCI,vnstock:VCI,,TCH: Báo cáo về ngày trở thành cổ đông lớn của nhóm NĐTNN CLQ,,2025-10-03 07:34:00+00:00,2025-10-03 07:34:00+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
8343fc622f6dc3e9127f470aa205c7778aaa8ab2316ad3ac08157e38281472b1,TCH,vnstock:VCI,vnstock:VCI,,Quỹ ngoại Dragon Capital trở thành cổ đông lớn của TCH,,2025-10-03 12:49:00+00:00,2025-10-03 12:49:00+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
b8c2137c78d0e2fcd7acd64c8826e4cd9fb1260b8f4bae1fbc408c1cd76fb048,TCH,vnstock:VCI,vnstock:VCI,,TCH: Quyết định về việc thay đổi đăng ký niêm yết,,2025-10-24 10:05:00+00:00,2025-10-24 10:05:00+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
6f36fca1dd21774638afeabe3b7858d93a8c4ec7d0684d5d2131571a7f6af372,TCH,vnstock:VCI,vnstock:VCI,,TCH: Thông báo về việc niêm yết và giao dịch chứng khoán thay đổi niêm yết,,2025-10-29 02:54:00+00:00,2025-10-29 02:54:00+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
72344d958c0e566a7241d042519737376751eb9008eee07f525b663c3465a74e,TCH,vnstock:VCI,vnstock:VCI,,TCH: Giải trình chênh lệch KQKD quý 2/2025 so với cùng kỳ năm trước,,2025-10-29 09:39:00+00:00,2025-10-29 09:39:00+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
7d7d7e42132db1154330695210233d890b99b34fea153bdf64e6e3698080c0be,TCH,vnstock:VCI,vnstock:VCI,,Tài chính Hoàng Huy (TCH): Lợi nhuận sụt giảm do các dự án mới chưa đến giai đoạn bàn giao,,2025-11-03 04:53:00+00:00,2025-11-03 04:53:00+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
1af5392e7b2727f561129372cc337884f0c5f27287a8bffd87791d0312c2815e,TCH,vnstock:VCI,vnstock:VCI,,TCH: Nghị quyết HĐQT về việc triển khai phương án phát hành cổ phiếu để trả cổ tức 2024,,2025-11-05 07:38:40+00:00,2025-11-05 07:38:40+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
4974cf94ff8bd1f5e29638932a2bf1f693312e72bbb20ba92abf893f1e089d74,TCH,vnstock:VCI,vnstock:VCI,,TCH: Nghị quyết HĐQT thông qua thực hiện phát hành cổ phiếu trả cổ tức năm tài chính 2024,,2025-11-07 10:14:56+00:00,2025-11-07 10:14:56+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
3b166feecd999c21816757bafc7de1b49ef7a35642fcd34c2fe6f1afd9ea01f7,TCH,vnstock:VCI,vnstock:VCI,,TCH: Thông báo về ngày đăng ký cuối cùng để thực hiện quyền nhận cổ tức năm tài chính 2024 bằng cổ phiếu,,2025-11-07 10:16:35+00:00,2025-11-07 10:16:35+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
bada0d70fa09dda43d4dcffc012d318160ec7edc38ac342887944b283e3ea116,TCH,vnstock:VCI,vnstock:VCI,,TCH: Thông báo phát hành cổ phiếu trả cổ tức năm tài chính 2024,,2025-11-07 10:17:36+00:00,2025-11-07 10:17:36+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
451e1074731273d3fbbabb687baaad3f8a640d4160edaacdc3884c120aab12e9,TCH,vnstock:VCI,vnstock:VCI,,TCH: Thông báo về ngày đăng ký cuối cùng trả cổ tức năm tài chính 2024 bằng cổ phiếu,,2025-11-14 09:00:38+00:00,2025-11-14 09:00:38+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
aa226fe686fa4311797e0b8ff4a09bfeea8b928d07f0cd36eb1396b4f5eed5a4,TCH,vnstock:VCI,vnstock:VCI,,TCH: Điều lệ công ty sửa đổi ban hành tháng 11/2025,,2025-11-28 06:49:55+00:00,2025-11-28 06:49:55+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
874d9ba30cf257fbdea4e04b91e4150e2cf29d88cca54a3f8110d3f761ab800c,TCH,vnstock:VCI,vnstock:VCI,,TCH: Báo cáo kết quả đợt phát hành cổ phiếu để trả cổ tức năm tài chính 2024,,2025-11-28 06:51:14+00:00,2025-11-28 06:51:14+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
28a3ee679f3e41ddc3b038eee3f35cd052e73e521cf3d45a4d2e341e654ad5b7,TCH,vnstock:VCI,vnstock:VCI,,TCH: Nghị quyết HĐQT thông qua kết quả đợt phát hành cổ phiếu trả cổ tức năm tài chính 2024,,2025-11-28 06:52:42+00:00,2025-11-28 06:52:42+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
3aa1ec80dcaf42de3b89cc0ccaaeb610e82e9d5d539ecf369f2a70fac5bc778e,TCH,vnstock:VCI,vnstock:VCI,,TCH: Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết đang lưu hành,,2025-11-28 06:53:13+00:00,2025-11-28 06:53:13+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
048e3bf52f5ee10ab8a26fada038305bcd5fb327df00391c19f6e341bfdcd1e7,TCH,vnstock:VCI,vnstock:VCI,,TCH: Giải trình biến động KQKD 6 tháng đầu năm 2025 so với cùng kỳ năm trước,,2025-12-01 07:58:31+00:00,2025-12-01 07:58:31+00:00,2026-08-13 18:50:54.668446+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
