item,item_en,item_id,2026-Q2,2026-Q1,2025-Q4,2025-Q3
TÀI SẢN NGẮN HẠN,CURRENT ASSETS,current_assets,11974954312170.0,9479790103881.0,10704379520381.0,8659009278666.0
Tiền và tương đương tiền,Cash and cash equivalents,cash_and_cash_equivalents,1992814449947.0,989670465110.0,1742001985979.0,708686422060.0
Tiền,Cash,cash,1206148514442.0,178444606445.0,352432027280.0,338859766817.0
Các khoản tương đương tiền,Cash equivalents,cash_equivalents,786665935505.0,811225858665.0,1389569958699.0,369826655243.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,442216652146.0,825091488500.0,697303455000.0,10355000000.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,300542871607.0,789486533503.0,772336660000.0,0.0
Dự phòng giảm giá,Provision for diminution,provision_for_diminution,-5806211607.0,-86282645003.0,-90888205000.0,0.0
Các khoản phải thu,Accounts receivable,accounts_receivable,3497645887956.0,4776486366075.0,3516745328931.0,4657999692511.0
Phải thu khách hàng,Trade accounts receivable,trade_accounts_receivable,3391532369486.0,4370202526389.0,3222983045435.0,3216280301353.0
Trả trước người bán,Prepayments to suppliers,prepayments_to_suppliers,88994312798.0,243621800113.0,147693141345.0,272098358723.0
Phải thu nội bộ,Intercompany receivables,intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu hợp đồng xây dựng đang thực hiện,Construction contract in progress receivables,construction_contract_in_progress_receivables,0.0,0.0,0.0,0.0
Phải thu khác,Other receivables,other_receivables,27899889312.0,166640966699.0,64088501944.0,1092982170916.0
Dự phòng nợ khó đòi,Provision for doubtful debts,provision_for_doubtful_debts,-10780683640.0,-3978927126.0,-3977793126.0,-3119571814.0
"Hàng tồn kho, ròng","Inventories, Net",inventories_net,5731093665743.0,2681179498904.0,4436217717740.0,3017132202284.0
Hàng tồn kho,Inventories,inventories,5856193719011.0,2816581759032.0,4571619977868.0,3198672238358.0
Dự phòng giảm giá hàng tồn kho,Provision for decline in inventories,provision_for_decline_in_inventories,-125100053268.0,-135402260128.0,-135402260128.0,-181540036074.0
Tài sản lưu động khác,Other current assets,other_current_assets,311183656378.0,207362285292.0,312111032731.0,264835961811.0
Chi phí trả trước ngắn hạn,Short-term prepayments,short_term_prepayments,15588225106.0,13226558185.0,18766186096.0,18934243412.0
Thuế GTGT được khấu trừ,VAT to be claimed,vat_to_be_claimed,294648410271.0,192619309837.0,292091116531.0,244675122328.0
Phải thu thuế khác,Other taxes receivable,other_taxes_receivable,947021001.0,1516417270.0,1253730104.0,0.0
Tài sản lưu động khác,Other current assets,other_current_assets,0.0,0.0,0.0,0.0
TÀI SẢN DÀI HẠN,LONG-TERM ASSETS,long_term_assets,562512800901.0,551189813246.0,554975366538.0,557073237453.0
Phải thu dài hạn,Long-term trade receivables,long_term_trade_receivables,12998777997.0,10089546101.0,13903413413.0,33306734532.0
Phải thu khách hàng dài hạn,Long-term trade receivables from customers,long_term_trade_receivables_from_customers,0.0,0.0,0.0,0.0
Phải thu nội bộ dài hạn,Long-term intercompany receivables,long_term_intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu dài hạn khác,Other long-term receivables,other_long_term_receivables,12998777997.0,10089546101.0,13903413413.0,33306734532.0
Dự phòng phải thu dài hạn,Provision for doubtful LT receivable,provision_for_doubtful_lt_receivable,0.0,0.0,0.0,0.0
Tài sản cố định,Fixed assets,fixed_assets,101627422942.0,105115851317.0,126862978181.0,130390757066.0
