item,item_en,item_id,2026-Q2,2026-Q1,2025-Q4,2025-Q3
Lợi nhuận/(lỗ) trước thuế,Net profit/(loss) before tax,net_profit_loss_before_tax,884503961201.0,1054383297460.0,866862850702.0,925458822886.0
Khấu hao TSCĐ và BĐSĐT,Depreciation and amortization,depreciation_and_amortization,379384156692.0,353940098547.0,338083231398.0,364196514462.0
Chi phí dự phòng,Provisions,provisions,3282336519.0,-18717798478.0,56666425823.0,-9611731522.0
Lãi/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Unrealized foreign exchange gain/(loss),unrealized_foreign_exchange_gain_loss,-306147670.0,-7055486668.0,-9050354317.0,4421226462.0
Lãi/(lỗ) từ thanh lý tài sản cố định,Profit/loss from liquidating fixed assets,profit_loss_from_liquidating_fixed_assets,0.0,0.0,0.0,0.0
(Lãi)/lỗ từ hoạt động đầu tư,Profit/loss from investing activities,profit_loss_from_investing_activities,-349557911414.0,-272969167097.0,-334172191475.0,-321946707039.0
Chi phí lãi vay,Interest expense,interest_expense,198950748955.0,173318014734.0,171180878478.0,177837320153.0
Thu lãi và cổ tức,Interest income and dividend,interest_income_and_dividend,0.0,0.0,0.0,0.0
Lợi nhuận/(lỗ) từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Operating profit/(loss) before changes in Working Capital,operating_profit_loss_before_changes_in_working_capital,1121613901882.0,1282898958498.0,1089570840609.0,1140355445402.0
(Tăng)/giảm các khoản phải thu,(Increase)/decrease in receivables,increase_decrease_in_receivables,-149660333805.0,-183327179335.0,-283012475559.0,-144826817032.0
(Tăng)/giảm hàng tồn kho,(Increase)/decrease in inventories,increase_decrease_in_inventories,-293480899888.0,130392261716.0,-196346048771.0,-49780914622.0
Tăng/(giảm) các khoản phải trả,Increase/(decrease) in payables,increase_decrease_in_payables,1175615039416.0,-162356587352.0,637846865561.0,183307165546.0
(Tăng)/giảm chi phí trả trước,(Increase)/decrease in prepaid expenses,increase_decrease_in_prepaid_expenses,-41283999481.0,-8276679466.0,-983170983.0,779630541.0
