item,item_en,item_id,2026-Q2,2026-Q1,2025-Q4,2025-Q3
TÀI SẢN NGẮN HẠN,CURRENT ASSETS,current_assets,9554376915684.0,8413359389554.0,8033411736979.0,7020360746921.0
Tiền và tương đương tiền,Cash and cash equivalents,cash_and_cash_equivalents,5225926655.0,606993283.0,22303884186.0,4494265091.0
Tiền,Cash,cash,5225926655.0,606993283.0,22303884186.0,4494265091.0
Các khoản tương đương tiền,Cash equivalents,cash_equivalents,0.0,0.0,0.0,0.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,4721543847830.0,4272454790416.0,3757490790416.0,3508490790416.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,0.0,0.0,0.0,0.0
Dự phòng giảm giá,Provision for diminution,provision_for_diminution,0.0,0.0,0.0,0.0
Các khoản phải thu,Accounts receivable,accounts_receivable,4455263596893.0,3771452342725.0,3894770485839.0,3138852818905.0
Phải thu khách hàng,Trade accounts receivable,trade_accounts_receivable,4410078402532.0,3642498349319.0,3770172114590.0,3032412550845.0
Trả trước người bán,Prepayments to suppliers,prepayments_to_suppliers,2504724880.0,15000000.0,0.0,236250000.0
Phải thu nội bộ,Intercompany receivables,intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu hợp đồng xây dựng đang thực hiện,Construction contract in progress receivables,construction_contract_in_progress_receivables,0.0,0.0,0.0,0.0
Phải thu khác,Other receivables,other_receivables,42680469481.0,128938993406.0,124598371249.0,106204018060.0
Dự phòng nợ khó đòi,Provision for doubtful debts,provision_for_doubtful_debts,0.0,0.0,0.0,0.0
"Hàng tồn kho, ròng","Inventories, Net",inventories_net,350569784051.0,351229832715.0,354104290287.0,351388858762.0
Hàng tồn kho,Inventories,inventories,350569784051.0,351229832715.0,354104290287.0,351388858762.0
Dự phòng giảm giá hàng tồn kho,Provision for decline in inventories,provision_for_decline_in_inventories,0.0,0.0,0.0,0.0
Tài sản lưu động khác,Other current assets,other_current_assets,21773760255.0,0.0,4742286251.0,17134013747.0
Chi phí trả trước ngắn hạn,Short-term prepayments,short_term_prepayments,16870902256.0,0.0,4742286251.0,2867990872.0
Thuế GTGT được khấu trừ,VAT to be claimed,vat_to_be_claimed,4902857999.0,0.0,0.0,14266022875.0
Phải thu thuế khác,Other taxes receivable,other_taxes_receivable,0.0,0.0,0.0,0.0
Tài sản lưu động khác,Other current assets,other_current_assets,0.0,0.0,0.0,0.0
TÀI SẢN DÀI HẠN,LONG-TERM ASSETS,long_term_assets,1230024364766.0,1175490648385.0,1239899489024.0,1303319467104.0
