item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
DOANH THU HOẠT ĐỘNG,OPERATING SALES,operating_sales,129506057972.0,154381690863.0,190137055775.0,178563664537.0,110330865662.0,116300918370.0,93413842106.0,184932313002.0,51378925199.0,183444400193.0,115945470599.0,258217893031.0,158221514175.0,254829705006.0,201344213086.0,450157929769.0,226441213263.0,309804493049.0,143956438972.0,191952967349.0,199016347011.0,378769781017.0,255754400739.0,311140172049.0,323737096591.0,273734551773.0,301660892474.0,133114212574.0,464733343775.0,578312729348.0,652910955482.0,399884917712.0,351925777950.0,357099001625.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doanh thu thuần về hoạt động kinh doanh,Net sales,net_sales,129506057972.0,154381690863.0,190137055775.0,178563664537.0,110330865662.0,116300918370.0,93413842106.0,184932313002.0,51378925199.0,183444400193.0,115945470599.0,258217893031.0,158221514175.0,254829705006.0,201344213086.0,450157929769.0,226441213263.0,309804493049.0,143956438972.0,191952967349.0,199016347011.0,378769781017.0,255754400739.0,311140172049.0,323737096591.0,273734551773.0,301660892474.0,133114212574.0,464733343775.0,578312729348.0,652910955482.0,399884917712.0,351925777950.0,357099001625.0
CHI PHÍ HOẠT ĐỘNG,OPERATING EXPENSE,operating_expense,-49280413614.0,-111053570024.0,-54529038555.0,-151674548751.0,-26034283707.0,-78656357047.0,-68324181246.0,-89380969879.0,-145042208166.0,-37770193164.0,-66510702693.0,-79178301877.0,-64705623967.0,-39784461933.0,-110949996916.0,-133289623974.0,-83771671961.0,-239375553345.0,-55500313149.0,-97620631957.0,-86549280887.0,-165569387844.0,-68705928693.0,-132942631412.0,-108683357506.0,-167442602167.0,-137603426425.0,57753770945.0,-226800219659.0,-242527944318.0,-183745126986.0,-196204522954.0,-101706629897.0,-159228924197.0
LỢI NHUẬN GỘP,GROSS PROFIT,gross_profit,80225644358.0,43328120839.0,135608017220.0,26889115786.0,84296581955.0,37644561323.0,25089660860.0,95551343123.0,-93663282967.0,145674207029.0,49434767906.0,179039591154.0,93515890208.0,215045243073.0,90394216170.0,316868305795.0,142669541302.0,70428939704.0,88456125823.0,94332335392.0,112467066124.0,213200393173.0,187048472046.0,178197540637.0,215053739085.0,106291949606.0,164057466049.0,190867983519.0,237933124116.0,335784785030.0,469165828496.0,203680394758.0,250219148053.0,197870077428.0
CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,GENERAL AND ADMINISTRATIVE EXPENSES,general_and_administrative_expenses,-10981021682.0,-12647263808.0,-15792916054.0,-11033028737.0,-13254990617.0,-10305837237.0,-6401871719.0,-17741082687.0,-9106281320.0,-9459456068.0,-10077614965.0,-27419163265.0,-13704750600.0,-20172042102.0,-14869527838.0,-33229642525.0,-17583409358.0,-17203342391.0,-18803463776.0,-36200009611.0,-19337360111.0,-27157536601.0,-33193492281.0,-43744906435.0,-32473028344.0,-29153988620.0,-32242735078.0,-44749243317.0,-32479346140.0,-31185747978.0,-37452931528.0,-59349887819.0,-29018146865.0,-21434684659.0
KẾT QUẢ HOẠT ĐỘNG,OPERATING PROFIT/(LOSS),operating_profit_loss,58679667349.0,15985378667.0,105561236363.0,1032503330.0,57397929863.0,14468263800.0,5998856307.0,61347193439.0,-116283400166.0,121548914998.0,17032673549.0,126651843504.0,49481294366.0,157924495783.0,36617854818.0,237079825673.0,68539401082.0,3886564233.0,13454824540.0,-7168986834.0,13475428963.0,94237669974.0,64788645531.0,57696438702.0,123524747060.0,24969833340.0,64405504861.0,72214055736.0,132537540941.0,217203084679.0,337598331827.0,26839820660.0,81351071010.0,18620600214.0
CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP,BUSINESS INCOME TAX EXPENSES,business_income_tax_expenses,58739236759.0,16024905078.0,105587910386.0,1494782869.0,57753857670.0,14503834073.0,6016771863.0,61367373004.0,-114946412830.0,121575700511.0,17055562459.0,126828323663.0,49520384818.0,158531690679.0,36652856228.0,237251935636.0,68575467497.0,3900687674.0,13470385018.0,-7152379438.0,13487569674.0,94529493509.0,64740245138.0,58328978087.0,124386782445.0,25234877881.0,64493289920.0,73276574532.0,132577962177.0,217384595261.0,337836565395.0,26853729102.0,81972039703.0,18706132429.0
Chi phí thuế thu nhập hiện hành,Business income tax - current,business_income_tax_current,-4307886950.0,-6530806529.0,-12529125077.0,86568841.0,-432295809.0,-4365499528.0,-475366702.0,-2384329171.0,-2636178786.0,740382348.0,-2993230803.0,-5141592495.0,-2387769666.0,-18907734046.0,-5652650539.0,-32902095697.0,-20956106374.0,-10103505273.0,-4354034901.0,1460736778.0,-8370478536.0,-33157887141.0,-4321856900.0,-19259073505.0,-15721311908.0,-12794460124.0,-9528776521.0,-21126524224.0,-42958746038.0,-45924810511.0,-54232976813.0,-8652500841.0,-13194756332.0,-14444335259.0
Chi phí thuế thu nhập hoãn lại,Business income tax - deferred,business_income_tax_deferred,-6397542185.0,5740226842.0,-7700095483.0,230208676.0,-11132738290.0,5585075473.0,464386647.0,-12095913148.0,25611228632.0,-20313773245.0,2531792900.0,-20124411660.0,-7235884598.0,-12818112107.0,-988717307.0,-14560129831.0,9985147923.0,9705968371.0,4148133267.0,2387435722.0,5659484174.0,15103638053.0,7265097321.0,-6423932590.0,-9321211958.0,8447234134.0,-2277833454.0,6018133575.0,16356250019.0,4278586383.0,-13087320749.0,6940251575.0,-2933518715.0,11174628399.0
LỢI NHUẬN KẾ TOÁN SAU THUẾ,NET PROFIT/(LOSS) AFTER TAX,net_profit_loss_after_tax,48033807624.0,15234325391.0,85358689826.0,1811560386.0,46188823571.0,15723410018.0,6005791808.0,46887130685.0,-91971362984.0,102002309614.0,16594124556.0,101562319508.0,39896730554.0,126805844526.0,30011488382.0,189789710108.0,57604509046.0,3503150772.0,13264483384.0,-3304206938.0,10776575312.0,76475244421.0,67683485559.0,32645971992.0,99344258579.0,20887651891.0,52686679945.0,58168183883.0,105975466158.0,175738371133.0,270516267833.0,25141479836.0,65843764656.0,15436425569.0
Lợi nhuận thuần phân bổ cho lợi ích của cổ đông không kiểm soát,Business income tax - deferred,business_income_tax_deferred,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lợi nhuận sau thuế phân bổ cho chủ sở hữu,Attributable to parent company,attributable_to_parent_company,48033807624.0,15234325391.0,85358689826.0,1811560386.0,46188823571.0,15723410018.0,6005791808.0,46887130685.0,-91971362984.0,102002309614.0,16594124556.0,101562319508.0,39896730554.0,126805844526.0,30011488382.0,189789710108.0,57604509046.0,3503150772.0,13264483384.0,-3304206938.0,10776575312.0,76475244421.0,67683485559.0,32645971992.0,99344258579.0,20887651891.0,52686679945.0,58168183883.0,105975466158.0,175738371133.0,270516267833.0,25141479836.0,65843764656.0,15436425569.0
Lãi cơ bản trên cổ phiếu (VND),EPS basic (VND),eps_basic_vnd,492.0,156.0,802.0,17.0,434.0,148.0,56.0,441.0,-864.0,958.0,156.0,955.0,375.0,1192.0,282.0,1784.0,541.0,-9.0,115.0,-22.0,72.0,515.0,455.0,220.0,0.0,0.0,354.0,-192.0,712.0,262.0,1271.0,119.0,310.0,-11.0
Lãi trên cổ phiếu pha loãng (VND),EPS diluted (VND),eps_diluted_vnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,0.0,0.0,0.0
Doanh thu nghiệp vụ môi giới chứng khoán,Revenue in Brokerage services,revenue_in_brokerage_services,20290789904.0,14692882311.0,11683681605.0,10301736893.0,7589419902.0,11896367781.0,11368991196.0,8265217164.0,7422440902.0,11661530604.0,12157415658.0,17941260935.0,24882109529.0,35906078051.0,36511683184.0,51557459734.0,35757193121.0,26198878362.0,19028387152.0,20758619947.0,14726419230.0,24598106544.0,34074804185.0,26944760806.0,28630368227.0,30618240780.0,24849599856.0,17618633586.0,19232279887.0,41142391533.0,63845441828.0,56567363207.0,43384193381.0,28674249766.0
"Doanh thu hoạt động đầu tư chứng khoán, góp vốn (Trước năm 2016)",Revenue in Securities investment and other investment activities (Before 2016),revenue_in_securities_investment_and_other_investment_activities_before_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doanh thu nghiệp vụ bảo lãnh phát hành chứng khoán,Revenue in Underwriting services,revenue_in_underwriting_services,40000000.0,120000000.0,535000000.0,1900000000.0,100000000.0,7880000000.0,900000000.0,500000000.0,0.0,330000000.0,2040000000.0,20100000000.0,300000000.0,580000000.0,1650000000.0,488000000.0,5387000000.0,3425000000.0,45454545.0,349000000.0,40000000.0,1500000000.0,550000000.0,231818182.0,150000000.0,200000000.0,400000000.0,370000000.0,0.0,1250000000.0,1435000000.0,517727273.0,100000000.0,1620000000.0
Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,Revenue in Stock Investment Advisory services,revenue_in_stock_investment_advisory_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0,150000000.0,80000000.0,0.0,350000000.0
Doanh thu lưu ký chứng khoán,Revenue in Securities custody services,revenue_in_securities_custody_services,2381205997.0,4091928469.0,2934719592.0,6427587925.0,5313238068.0,8589856878.0,3130035760.0,17479350090.0,8265374984.0,4662498299.0,6095244228.0,8898409248.0,10128727208.0,15367127309.0,4464742451.0,6597628666.0,4726484346.0,4397073524.0,3335206831.0,5581869183.0,2381681314.0,4066704577.0,4142483716.0,3355388713.0,2886386369.0,3009300565.0,3224740006.0,3869031043.0,2985018960.0,3296773299.0,3066497554.0,3445506998.0,3242939939.0,3077075056.0
"Doanh thu hoạt động ủy thác, đấu giá (Trước năm 2016)",Revenue in Auction trust services (Before 2016),revenue_in_auction_trust_services_before_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu cho thuê sử dụng tài sản (Trước năm 2016),Rental income from investment property (Before 2016),rental_income_from_investment_property_before_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doanh thu khác,Others revenue,others_revenue,78795016.0,63452758.0,48060843.0,84806193.0,64124120.0,47564634.0,46710078.0,56263054.0,370329573.0,153786811.0,198315954.0,205522385.0,272892556.0,328123345.0,239316765.0,298884130.0,642386538.0,167179297.0,119889564.0,118465256.0,91409353.0,107953858.0,141095714.0,127216039.0,98702616.0,3568025025.0,1402237878.0,6675619013.0,2141272019.0,2480961998.0,3762222511.0,4380801233.0,3955020056.0,5167974971.0
"Lãi/lỗ từ công ty liên doanh, liên kết",Gain/(loss) from joint ventures,gain_loss_from_joint_ventures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ ( FVTPL),Income from financial assets recognized through profit/loss (FVTPL),income_from_financial_assets_recognized_through_profit_loss_fvtpl,72688485264.0,94863559068.0,136331061839.0,127800642792.0,68109023107.0,59010385537.0,57432100321.0,137862826187.0,16052084728.0,146088845253.0,64745362018.0,172834333736.0,77093311150.0,143192495469.0,97400642667.0,317352972075.0,97951389643.0,202924152825.0,47274741761.0,95481910782.0,87649766307.0,225748089588.0,84367310665.0,136001364500.0,165166850175.0,121249592880.0,142024956364.0,-36673407468.0,304972708335.0,361019097022.0,386496981130.0,117891658303.0,85814805792.0,97030433953.0
Lãi bán các tài sản tài chính FVTPL,Income from selling financial assets FVTPL,income_from_selling_financial_assets_fvtpl,5911525194.0,27793747645.0,67287887157.0,9501469218.0,6123815640.0,6926665385.0,4176559776.0,6248010454.0,13696456952.0,1890375501.0,8782086893.0,17065738668.0,9677910468.0,27609543567.0,4622704220.0,148441991437.0,62886341076.0,15905214427.0,6279546414.0,3068640952.0,41459251882.0,152065475098.0,14520731786.0,64896647885.0,33853118589.0,21030841421.0,40732380714.0,66788593851.0,192414855355.0,186850066494.0,202509998172.0,25281400619.0,14240912704.0,18618504383.0
Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ,FVTPL revaluation gain,fvtpl_revaluation_gain,61565936170.0,64313235250.0,64127686645.0,108607123141.0,61948543846.0,24707521694.0,47221308955.0,110832462798.0,3557208.0,123724351331.0,37634679161.0,140197895265.0,55740471093.0,88903081799.0,80925027224.0,152524146801.0,5985517206.0,160317000143.0,13664345814.0,56938290995.0,38600602129.0,63239885673.0,56491239853.0,48553676686.0,127695932113.0,92202323285.0,93854502371.0,-107096772633.0,111145211885.0,163633661823.0,180987091260.0,88226913985.0,70156625088.0,72288013170.0
"Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL","Dividend, interest from FVTPL financial assets",dividend_interest_from_fvtpl_financial_assets,5211023900.0,2756576173.0,4915488037.0,9692050433.0,36663621.0,27376198458.0,6034231590.0,20782352935.0,2352070568.0,20474118421.0,18328595964.0,15570699803.0,11674929589.0,26679870103.0,11852911223.0,16386833837.0,29079531361.0,26701938255.0,27330849533.0,35474978835.0,7589912296.0,10442728817.0,13355339026.0,22551039929.0,3617799473.0,8016428174.0,7438073279.0,3634771314.0,1412641095.0,10535368705.0,2999891698.0,4383343699.0,1417268000.0,6123916400.0
Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn,Income from held to maturity investment (HTM),income_from_held_to_maturity_investment_htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191452054.0,4825657531.0,8432904108.0,11028829536.0,16482538733.0,18596661924.0,27724350890.0,30035292539.0,23853574363.0,21113272568.0,13499679846.0,38397104369.0,46297759916.0,38852032633.0,38485824362.0,30972663120.0,24311129972.0,31165679049.0,33075751373.0,29949031511.0,43464743301.0,51226322538.0,55313412478.0,62265202099.0,55230538293.0
Lãi từ các khoản cho vay và phải thu,Income from loans and receivables,income_from_loans_and_receivables,19890781790.0,19530074673.0,21544949368.0,20884561972.0,18864752496.0,18917874569.0,18249277478.0,19335020143.0,18654331376.0,17184148336.0,19753308125.0,21794155958.0,28383396375.0,37758980331.0,37198395235.0,41943889569.0,45985278729.0,44749426760.0,47444376339.0,50995107492.0,45996749449.0,55499830884.0,70984591637.0,80900381644.0,79393405186.0,78219624518.0,78025318596.0,83999544815.0,82153194890.0,104448873537.0,118393273782.0,129207536991.0,131692361951.0,145363232197.0
