date,raw_signal,executed_position,asset_return,executed_shares,liquidity_cap_shares,capital_utilization,turnover,transaction_cost,gross_strategy_return,net_strategy_return,transaction_cost_value,gross_pnl,net_pnl,equity_curve,drawdown
2023-09-11,0,0.0,0.007313317936874508,0,6600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-09-12,1,1.0,-0.008366609621601184,1800,6600,0.94662,1.88532,0.004709339999999999,-0.007920000000000113,-0.012629340000000112,470933.99999999994,-792000.0000000113,-1262934.0000000112,0.9873706599999998,-0.012629340000000155
2023-09-13,1,1.0,-0.025119846596356576,1800,6700,0.9507067994100616,1.8775319898608291,0.004681889170172426,-0.02388160895929389,-0.028563498129466316,462276.00000000006,-2357999.9999999916,-2820275.9999999916,0.9591678999999999,-0.04083210000000015
2023-09-14,1,1.0,0.0011787819253439302,1800,6600,0.9552029420500832,1.9115318600632902,0.004779392638139788,0.0011259759631239838,-0.0036534166750158046,458424.00000000006,108000.00000001088,-350423.9999999892,0.9556636599999999,-0.044336340000000085
2023-09-15,0,0.0,0.007305034550839196,0,6600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556636599999999,-0.044336340000000085
2023-09-18,0,0.0,-0.003528028224225821,0,6500,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9556636599999999,-0.044336340000000085
2023-09-19,0,0.0,0.01609105180533743,0,6200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556636599999999,-0.044336340000000085
2023-09-20,0,0.0,-0.0013518733101584024,0,6300,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9556636599999999,-0.044336340000000085
2023-09-21,1,1.0,-0.0011818002757534307,1800,6300,0.9562569324860588,1.9113837602656145,0.004777894348310784,-0.0011301047065031542,-0.005907999054813939,456606.0,-108000.00000000303,-564606.000000003,0.9500175999999998,-0.049982400000000204
2023-09-22,0,0.0,-0.02077616620932976,0,6600,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9500175999999998,-0.049982400000000204
2023-09-25,0,0.0,-0.010070493454179208,0,6800,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9500175999999998,-0.049982400000000204
