item,item_en,item_id,2026-Q2,2026-Q1,2025-Q4,2025-Q3
TÀI SẢN NGẮN HẠN,CURRENT ASSETS,current_assets,15090859312741.0,14536118622429.0,17764791621979.0,15239620501639.0
Tiền và tương đương tiền,Cash and cash equivalents,cash_and_cash_equivalents,4656009194324.0,4331803384044.0,8275458100956.0,6988930235235.0
Tiền,Cash,cash,223635088846.0,127933914869.0,83958100956.0,86842857828.0
Các khoản tương đương tiền,Cash equivalents,cash_equivalents,4432374105478.0,4203869469175.0,8191500000000.0,6902087377407.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,5236041192710.0,5197897205553.0,3443355672984.0,2916906200000.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,2341041425017.0,2564864365313.0,2400812672984.0,1973963200000.0
Dự phòng giảm giá,Provision for diminution,provision_for_diminution,0.0,0.0,0.0,0.0
Các khoản phải thu,Accounts receivable,accounts_receivable,1641760922537.0,1841658019418.0,3002832755950.0,2311990097212.0
Phải thu khách hàng,Trade accounts receivable,trade_accounts_receivable,1124983939620.0,1263122994930.0,1064170127924.0,1141298551323.0
Trả trước người bán,Prepayments to suppliers,prepayments_to_suppliers,382309661384.0,388658264149.0,387579285198.0,412967069113.0
Phải thu nội bộ,Intercompany receivables,intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu hợp đồng xây dựng đang thực hiện,Construction contract in progress receivables,construction_contract_in_progress_receivables,0.0,0.0,0.0,0.0
Phải thu khác,Other receivables,other_receivables,134467321533.0,189876760339.0,1306106219541.0,512747353489.0
Dự phòng nợ khó đòi,Provision for doubtful debts,provision_for_doubtful_debts,0.0,0.0,0.0,0.0
"Hàng tồn kho, ròng","Inventories, Net",inventories_net,3344046018382.0,3050528882885.0,2894567995116.0,2852874524168.0
Hàng tồn kho,Inventories,inventories,3378464948463.0,3100754023865.0,2940837879572.0,2885498622196.0
Dự phòng giảm giá hàng tồn kho,Provision for decline in inventories,provision_for_decline_in_inventories,-34418930081.0,-50225140980.0,-46269884456.0,-32624098028.0
Tài sản lưu động khác,Other current assets,other_current_assets,213001984788.0,114231130529.0,148577096973.0,168919445024.0
Chi phí trả trước ngắn hạn,Short-term prepayments,short_term_prepayments,21384340315.0,39188374629.0,21495061181.0,24749567582.0
Thuế GTGT được khấu trừ,VAT to be claimed,vat_to_be_claimed,56358634569.0,74593935395.0,126407727456.0,143362869871.0
Phải thu thuế khác,Other taxes receivable,other_taxes_receivable,5819139904.0,448820505.0,674308336.0,807007571.0
Tài sản lưu động khác,Other current assets,other_current_assets,129439870000.0,0.0,0.0,0.0
TÀI SẢN DÀI HẠN,LONG-TERM ASSETS,long_term_assets,18543432614758.0,18326266444303.0,16201412024439.0,16645382925642.0
Phải thu dài hạn,Long-term trade receivables,long_term_trade_receivables,7611335255.0,7378835656.0,7075582107735.0,7681180454502.0
Phải thu khách hàng dài hạn,Long-term trade receivables from customers,long_term_trade_receivables_from_customers,0.0,0.0,0.0,0.0
Phải thu nội bộ dài hạn,Long-term intercompany receivables,long_term_intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu dài hạn khác,Other long-term receivables,other_long_term_receivables,7611335255.0,7378835656.0,50544299512.0,1019411116307.0
Dự phòng phải thu dài hạn,Provision for doubtful LT receivable,provision_for_doubtful_lt_receivable,0.0,0.0,0.0,0.0
Tài sản cố định,Fixed assets,fixed_assets,5547337002187.0,5445546243700.0,5249276047091.0,5020724760055.0
GTCL TSCĐ hữu hình,Tangible fixed assets,tangible_fixed_assets,4891365230906.0,4776138448946.0,4592422587639.0,4349502639664.0
Nguyên giá TSCĐ hữu hình,Cost,cost,10881478749865.0,10669802086785.0,10341339979033.0,10006592856698.0
Khấu hao lũy kế TSCĐ hữu hình,Accumulated depreciation,accumulated_depreciation,-5990113518959.0,-5893663637839.0,-5748917391394.0,-5657090217034.0
