item,item_en,item_id,2026-Q2,2026-Q1,2025-Q4,2025-Q3
TÀI SẢN NGẮN HẠN,CURRENT ASSETS,current_assets,14389235262685.0,12892140248766.0,13750838979456.0,13513352306972.0
Tiền và tương đương tiền,Cash and cash equivalents,cash_and_cash_equivalents,3876565407533.0,635724443423.0,2913630824055.0,554057351553.0
Tiền,Cash,cash,1432372585615.0,509542739681.0,1563630824055.0,30057921416.0
Các khoản tương đương tiền,Cash equivalents,cash_equivalents,2444192821918.0,126181703742.0,1350000000000.0,523999430137.0
Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),Financial assets at fair value through profit or loss (FVTPL),financial_assets_at_fair_value_through_profit_or_loss_fvtpl,3992518067501.0,5914263498810.0,2508787157290.0,4038475186320.0
Dự phòng suy giảm giá trị tài sản tài chính và tài sản thế chấp,Provision for diminution,provision_for_diminution,-10885616176.0,-10885616176.0,-10885616176.0,-10885616176.0
Tổng các khoản phải thu,Accounts receivable,accounts_receivable,145912305586.0,103087394993.0,86742236170.0,33128789982.0
Phải thu khách hàng (Trước năm 2016),Trade accounts receivable (Before 2016),trade_accounts_receivable_before_2016,0.0,0.0,0.0,0.0
Trả trước người bán,Prepayments to suppliers,prepayments_to_suppliers,5418112600.0,3548924000.0,679500760.0,248356412.0
Phải thu nội bộ,Intercompany receivables,intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu về XDCB (Trước năm 2016),Construction contract in progress receivables (Before 2016),construction_contract_in_progress_receivables_before_2016,0.0,0.0,0.0,0.0
Phải thu khác,Other receivables,other_receivables,1037793152.0,1301798503.0,1551836664.0,1748367762.0
Dự phòng nợ khó đòi (Trước năm 2016),Provision for doubtful debts (Before 2016),provision_for_doubtful_debts_before_2016,0.0,0.0,0.0,0.0
"Hàng tồn kho, ròng (Trước năm 2016)","Inventories, Net (Before 2016)",inventories_net_before_2016,0.0,0.0,0.0,0.0
Hàng tồn kho (Trước năm 2016),Inventories (Before 2016),inventories_before_2016,0.0,0.0,0.0,0.0
Dự phòng giảm giá HTK (Trước năm 2016),Provision for decline in inventories (Before 2016),provision_for_decline_in_inventories_before_2016,0.0,0.0,0.0,0.0
Tài sản ngắn hạn khác,Other current assets,other_current_assets,4736062620.0,6642098696.0,4418525562.0,2956483026.0
Chi phí trả trước ngắn hạn,Short-term prepayments,short_term_prepayments,3221172036.0,3994238930.0,2396437017.0,1641950845.0
Thuế giá trị gia tăng được khấu trừ,VAT to be claimed,vat_to_be_claimed,0.0,0.0,0.0,0.0
Thuế và các khoản khác phải thu Nhà nước,Other taxes receivable,other_taxes_receivable,442463932.0,938733508.0,980926085.0,25758749.0
Tài sản ngắn hạn khác,Other current assets,other_current_assets,0.0,0.0,0.0,0.0
TÀI SẢN DÀI HẠN,LONG-TERM ASSETS,long_term_assets,166567552838.0,167701736194.0,168842075462.0,172770068370.0
Phải thu dài hạn,Long-term trade receivables,long_term_trade_receivables,0.0,0.0,0.0,0.0
Phải thu khách hàng dài hạn,Long-term trade receivables,long_term_trade_receivables,0.0,0.0,0.0,0.0
Phải thu nội bộ dài hạn (Trước năm 2016),Long-term intercompany receivables (Before 2016),long_term_intercompany_receivables_before_2016,0.0,0.0,0.0,0.0
Phải thu dài hạn khác (Trước năm 2016),Other long-term receivables (Before 2016),other_long_term_receivables_before_2016,0.0,0.0,0.0,0.0
Dự phòng phải thu dài hạn (Trước năm 2016),Provision for doubtful LT receivable (Before 2016),provision_for_doubtful_lt_receivable_before_2016,0.0,0.0,0.0,0.0
Tài sản cố định,Fixed assets,fixed_assets,130994336320.0,132621629922.0,132796703401.0,136074695538.0
GTCL TSCĐ hữu hình,Tangible fixed assets,tangible_fixed_assets,111568189674.0,113061285243.0,113103635393.0,116245954794.0
Nguyên giá TSCĐ hữu hình,Historical Cost,historical_cost,267255222486.0,266895766419.0,263837973219.0,263522279419.0
Khấu hao lũy kế TSCĐ hữu hình,Accumulated depreciation,accumulated_depreciation,-155687032812.0,-153834481176.0,-150734337826.0,-147276324625.0
GTCL Tài sản thuê tài chính,Finance lease assets,finance_lease_assets,0.0,0.0,0.0,0.0
Nguyên giá tài sản thuê tài chính,Historical Cost,historical_cost,0.0,0.0,0.0,0.0
Khấu hao lũy kế tài sản thuê tài chính,Accumulated depreciation,accumulated_depreciation,0.0,0.0,0.0,0.0
GTCL tài sản cố định vô hình,Intangible fixed assets,intangible_fixed_assets,19426146646.0,19560344679.0,19693068008.0,19828740744.0
Nguyên giá TSCĐ vô hình,Historical Cost,historical_cost,44789850893.0,44912945438.0,44912945438.0,44912945438.0
Khấu khao lũy kế TSCĐ vô hình,Accumulated depreciation,accumulated_depreciation,-25363704247.0,-25352600759.0,-25219877430.0,-25084204694.0
Xây dựng cơ bản dở dang (trước 2015),Construction in progress (before 2015),construction_in_progress_before_2015,0.0,0.0,0.0,0.0
Bất động sản đầu tư,Investment properties,investment_properties,0.0,0.0,0.0,0.0
Nguyên giá tài sản đầu tư,Historical Cost,historical_cost,0.0,0.0,0.0,0.0
Khấu hao lũy kế tài sản đầu tư,Accumulated depreciation,accumulated_depreciation,0.0,0.0,0.0,0.0
Đầu tư dài hạn,Long-term investments,long_term_investments,0.0,0.0,0.0,0.0
Đầu tư vào các công ty con,Investments in subsidiaries,investments_in_subsidiaries,0.0,0.0,0.0,0.0
Đầu tư vào các công ty liên kết,Investments in associates,investments_in_associates,0.0,0.0,0.0,0.0
Đầu tư dài hạn khác,Other long-term investments,other_long_term_investments,0.0,0.0,0.0,0.0
Dự phòng giảm giá đầu tư dài hạn,Provision for long-term investments,provision_for_long_term_investments,0.0,0.0,0.0,0.0
Tài sản dài hạn khác,Other long-term assets,other_long_term_assets,35573216518.0,35080106272.0,36045372061.0,36695372832.0
Chi phí trả trước dài hạn,Long-term prepayments,long_term_prepayments,4041104299.0,4066368663.0,5046824671.0,5703557996.0
Tài sản thuế thu nhập hoãn lại,Deferred income tax assets,deferred_income_tax_assets,0.0,0.0,0.0,0.0
Các tài sản dài hạn khác,Other long-term assets,other_long_term_assets,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,TOTAL ASSETS,total_assets,14555802815523.0,13059841984960.0,13919681054918.0,13686122375342.0
NỢ PHẢI TRẢ,LIABILITIES,liabilities,10121459470554.0,8530296985214.0,9499714583644.0,9394212826766.0
Nợ phải trả ngắn hạn,Current liabilities,current_liabilities,10121459470554.0,8530296985214.0,9499714583644.0,9394212826766.0
Vay và nợ thuê tài sản tài chính ngắn hạn,Short-term borrowings,short_term_borrowings,9918000000000.0,8308970000000.0,8758100000000.0,8086800000000.0
Phải trả người bán ngắn hạn,Trade accounts payable,trade_accounts_payable,306628520.0,2264381415.0,1223739036.0,949307380.0
Người mua trả tiền trước ngắn hạn,Advances from customers,advances_from_customers,7306065000.0,10655924000.0,4718575000.0,5492850000.0
Thuế và các khoản phải nộp nhà nước,Taxes and other payable to State Budget,taxes_and_other_payable_to_state_budget,43781450559.0,48974915137.0,73436461163.0,59366749903.0
Phải trả người lao động,Payable to employees,payable_to_employees,1179255313.0,2762163858.0,21342325618.0,2964404183.0
Chi phí phải trả ngắn hạn,Accrued expenses,accrued_expenses,19319486289.0,17912049594.0,21499330495.0,16797052768.0
Phải trả nội bộ ngắn hạn,Intercompany payables,intercompany_payables,0.0,0.0,0.0,0.0
Phải trả về xây dựng cơ bản (Trước năm 2016),Construction contract in progress payables,construction_contract_in_progress_payables,0.0,0.0,0.0,0.0
"Các khoản phải trả, phải nộp khác ngắn hạn",Other payables,other_payables,6314420673.0,6395906547.0,506593705503.0,1106003550696.0
Dự phòng phải trả ngắn hạn,Provision for ST liabilities,provision_for_st_liabilities,0.0,0.0,0.0,0.0
Quỹ khen thưởng phúc lợi,Bonus and welfare funds,bonus_and_welfare_funds,117050315664.0,117050315664.0,100851706017.0,100851706017.0
Nợ phải trả dài hạn,Long-term liabilities,long_term_liabilities,0.0,0.0,0.0,0.0
Phải trả người bán dài hạn,Long-term trade payables,long_term_trade_payables,0.0,0.0,0.0,0.0
Phải trả nội bộ dài hạn,Long-term intercompany payables,long_term_intercompany_payables,0.0,0.0,0.0,0.0
Phải trả dài hạn khác,Other long-term payables,other_long_term_payables,0.0,0.0,0.0,0.0
Vay và nợ thuê tài sản tài chính dài hạn,Long-term borrowings,long_term_borrowings,0.0,0.0,0.0,0.0
Thuế thu nhập hoãn lại phải trả,Deferred income tax liabilities,deferred_income_tax_liabilities,0.0,0.0,0.0,0.0
Dự phòng trợ cấp thôi việc (Trước năm 2016),Provision for severance allowances (Before 2016),provision_for_severance_allowances_before_2016,0.0,0.0,0.0,0.0
Dự phòng phải trả dài hạn,Provision for long-term liabilities,provision_for_long_term_liabilities,0.0,0.0,0.0,0.0
Doanh thu chưa thực hiên dài hạn,Deferred revenue,deferred_revenue,0.0,0.0,0.0,0.0
Quỹ phát triển khoa học công nghệ,Technology-science development fund,technology_science_development_fund,0.0,0.0,0.0,0.0
Vốn chủ sở hữu,Owner's Equity,owners_equity,4434343344969.0,4529544999746.0,4419966471274.0,4291909548576.0
Vốn góp của chủ sở hữu,Paid-in capital,paid_in_capital,3811457500000.0,3464980090000.0,3464980090000.0,3464980090000.0
Thặng dư vốn cổ phần,Capital surplus,capital_surplus,82748150.0,82748150.0,82748150.0,82748150.0
Vốn khác của chủ sở hữu,Owner's other capital,owners_other_capital,0.0,0.0,0.0,0.0
Cổ phiếu quỹ,Treasury shares,treasury_shares,0.0,0.0,0.0,0.0
Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,Differences upon asset revaluation,differences_upon_asset_revaluation,0.0,0.0,0.0,0.0
Chênh lệch tỷ giá hổi đoái,Foreign exchange differences,foreign_exchange_differences,0.0,0.0,0.0,0.0
Quỹ đầu tư và phát triển (Trước năm 2016),Investment and development funds (Before 2016),investment_and_development_funds_before_2016,0.0,0.0,0.0,0.0
Quỹ dự phòng tài chính và rủi ro nghiệp vụ,Financial reserve funds,financial_reserve_funds,0.0,0.0,0.0,0.0
Quỹ khác thuộc vốn chủ sỡ hữu,Other funds,other_funds,0.0,0.0,0.0,0.0
Lợi nhuận chưa phân phối,Undistributed earnings,undistributed_earnings,622803096819.0,1064482161596.0,954903633124.0,826846710426.0
Nguồn kinh phí và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,0.0,0.0,0.0,0.0
"Quỹ khen thưởng, phúc lợi (trước 2010)",Bonus and welfare funds (Before 2010),bonus_and_welfare_funds_before_2010,0.0,0.0,0.0,0.0
Vốn ngân sách nhà nước,Budget sources and other funds,budget_sources_and_other_funds,0.0,0.0,0.0,0.0
LỢI ÍCH CỦA CỔ ĐÔNG KHÔNG KIỂM SOÁT (trước 2015),MINORITY INTERESTS (before 2015),minority_interests_before_2015,0.0,0.0,0.0,0.0
TỔNG CỘNG NGUỒN VỐN,TOTAL RESOURCES,total_resources,14555802815523.0,13059841984960.0,13919681054918.0,13686122375342.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0
