item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Tổng lợi nhuận/lỗ trước thuế,Net Accounting Profit/(loss) before tax,net_accounting_profit_loss_before_tax,503767000000.0,492303000000.0,318431000000.0,932490000000.0,1061444000000.0,399782000000.0,1029837000000.0,725683000000.0,987883000000.0,440551000000.0,897259000000.0,1013587000000.0,1000244000000.0,1424248000000.0,824771000000.0,1150763000000.0,1588946000000.0,1319061000000.0,1532027000000.0,1899038000000.0,2382528000000.0,2372538000000.0,2085293000000.0,2754641000000.0,2654223000000.0,2688040000000.0,2751738000000.0,4626364000000.0,3674030000000.0,3657242000000.0,3656898000000.0,-3360145000000.0,2106205000000.0,2029891000000.0
Chi phí thuế TNDN hiện hành,Business income tax - current,business_income_tax_current,-107041000000.0,-120445000000.0,-155251000000.0,-62974000000.0,-217202000000.0,-92597000000.0,-257968000000.0,-223775000000.0,-202142000000.0,-97181000000.0,-180999000000.0,-458238000000.0,-199182000000.0,-311409000000.0,-185043000000.0,-245392000000.0,-314870000000.0,-515172000000.0,-320420000000.0,-18105000000.0,-482571000000.0,-447412000000.0,-450701000000.0,-635469000000.0,-542818000000.0,-511201000000.0,-550565000000.0,-1183139000000.0,-777338000000.0,-763644000000.0,-755615000000.0,595471000000.0,-521801000000.0,-683200000000.0
Chi phí thuế TNDN hoãn lại,Business income tax - deferred,business_income_tax_deferred,0.0,-579000000.0,0.0,-10545000000.0,0.0,0.0,0.0,29660000000.0,0.0,0.0,0.0,281261000000.0,0.0,0.0,0.0,-47504000000.0,0.0,0.0,0.0,-129810000000.0,0.0,0.0,0.0,139770000000.0,0.0,0.0,0.0,154853000000.0,0.0,0.0,0.0,12212000000.0,0.0,0.0
Chi phí thuế thu nhập doanh nghiệp,Business income tax expenses,business_income_tax_expenses,-107041000000.0,-121024000000.0,-155251000000.0,-73519000000.0,-217202000000.0,-92597000000.0,-257968000000.0,-194115000000.0,-202142000000.0,-97181000000.0,-180999000000.0,-176977000000.0,-199182000000.0,-311409000000.0,-185043000000.0,-292896000000.0,-314870000000.0,-515172000000.0,-320420000000.0,-147915000000.0,-482571000000.0,-447412000000.0,-450701000000.0,-495699000000.0,-542818000000.0,-511201000000.0,-550565000000.0,-1028286000000.0,-777338000000.0,-763644000000.0,-755615000000.0,607683000000.0,-521801000000.0,-683200000000.0
Lợi nhuận sau thuế,Net profit/(loss) after tax,net_profit_loss_after_tax,396726000000.0,371279000000.0,163180000000.0,858971000000.0,844242000000.0,307185000000.0,771869000000.0,531568000000.0,785741000000.0,343370000000.0,716260000000.0,836610000000.0,801062000000.0,1112839000000.0,639728000000.0,857867000000.0,1274076000000.0,803889000000.0,1211607000000.0,1751123000000.0,1899957000000.0,1925126000000.0,1634592000000.0,2258942000000.0,2111405000000.0,2176839000000.0,2201173000000.0,3598078000000.0,2896692000000.0,2893598000000.0,2901283000000.0,-2752462000000.0,1584404000000.0,1346691000000.0
Lợi ích của cổ đông thiểu số,Minority interest,minority_interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cổ đông của Công ty mẹ,Attributable to parent company,attributable_to_parent_company,396726000000.0,371279000000.0,163180000000.0,858971000000.0,844242000000.0,307185000000.0,771869000000.0,531568000000.0,785741000000.0,343370000000.0,716260000000.0,836610000000.0,801062000000.0,1112839000000.0,639728000000.0,857867000000.0,1274076000000.0,803889000000.0,1211607000000.0,1751123000000.0,1899957000000.0,1925126000000.0,1634592000000.0,2258942000000.0,2111405000000.0,2176839000000.0,2201173000000.0,3598078000000.0,2896692000000.0,2893598000000.0,2901283000000.0,-2752462000000.0,1584404000000.0,1346691000000.0
Lãi cơ bản trên cổ phiếu (VND),EPS basic (VND),eps_basic_vnd,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,0.0,0.0,2029.0,0.0,0.0,0.0,2275.0,0.0,0.0,0.0,3071.0,3448.0,0.0,0.0,0.0
Lãi trên cổ phiếu pha loãng (VND),EPS diluted (VND),eps_diluted_vnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu nhập lãi và các khoản thu nhập tương tự,Interest and Similar Income,interest_and_similar_income,6046226000000.0,6385204000000.0,6910294000000.0,6953847000000.0,7351280000000.0,7300322000000.0,8451686000000.0,7373683000000.0,8486713000000.0,8369258000000.0,8611597000000.0,8120099000000.0,7654848000000.0,7697174000000.0,7740806000000.0,6597908000000.0,7495246000000.0,7225005000000.0,10633692000000.0,12036905000000.0,13907868000000.0,14673964000000.0,13651131000000.0,13694367000000.0,12485026000000.0,12381798000000.0,12521371000000.0,12600526000000.0,13648861000000.0,13857982000000.0,15946883000000.0,14027127000000.0,15151520000000.0,16479904000000.0
