article_key,symbol,provider,source_name,source_url,title,content_excerpt,published_at,available_at,fetched_at,availability_basis,entity_match_method,entity_confidence,event_type,sentiment_score,sentiment_label,analysis_method
e968af0d6cf6f81b0045cc43a825180ce811f3e05d18f4c63e853fa8e0055d65,NAB,vnstock:VCI,vnstock:VCI,,NAB: Phó TGĐ đăng ký bán gần 100.000 cổ phiếu,,2026-04-24 09:00:00+00:00,2026-04-24 09:00:00+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
5782294ab4caa4e1bd72c75d4ab5e65ffdf9851a7d63bd016b8980cf7f4dc6b0,NAB,vnstock:VCI,vnstock:VCI,,NAB: Thông báo về ngày đăng ký cuối cùng để thực hiện quyền nhận cổ phiếu phát hành để tăng vốn cổ phần từ nguồn vốn chủ sở hữu năm 2026,,2026-04-28 08:36:02+00:00,2026-04-28 08:36:02+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
a4baf40aa7f06e31601918ea20d3f2207d5f876e524e9ae1c5725a43577ab7ab,NAB,vnstock:VCI,vnstock:VCI,,NAB: Giải trình biến động LNST trên BCTC quý 1/2026 so với cùng kỳ năm trước,,2026-04-29 07:28:16+00:00,2026-04-29 07:28:16+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
30be923e855b4530758a6c670036418d6d6d274035b78020ba1bc58e85cc5021,NAB,vnstock:VCI,vnstock:VCI,,NAB: Thông báo về ngày đăng ký cuối cùng thực hiện phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu năm 2026,,2026-05-05 03:15:00+00:00,2026-05-05 03:15:00+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
3757fafcf91872955c35955575972f9879a155efae81bca66ceea1980fb3a779,NAB,vnstock:VCI,vnstock:VCI,,NAB: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Lâm Kim Khôi,,2026-05-08 08:50:55+00:00,2026-05-08 08:50:55+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
edd5c868cf47fc195b2d15448c3867ab3396815346460e719243d4ae1880801e,NAB,vnstock:VCI,vnstock:VCI,,"NAB: Nghị quyết HĐQT về việc chốt danh sách cổ đông để thực hiện quyền đề cử, ứng cử nhân sự BKS nhiệm kỳ IX (2026-2031)",,2026-05-13 10:25:44+00:00,2026-05-13 10:25:44+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
f1f6b7dbf4ba92df75c72277d835c80280265c3a2bf1d2b8bc2e927954ee5507,NAB,vnstock:VCI,vnstock:VCI,,NAB: Thông báo ngày ĐKCC thực hiện quyền đề cử/ứng cử nhân sự bổ sung BKS,,2026-05-15 13:25:34+00:00,2026-05-15 13:25:34+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
5d9ae8089de0d7b66998c480a6782d28282a91b7ef66424a87f2bd35324df51a,NAB,vnstock:VCI,vnstock:VCI,,NAB: Báo cáo kết quả đợt phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu năm 2026,,2026-05-18 04:13:38+00:00,2026-05-18 04:13:38+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
6e0dca82668ac96a81dc3b8462f9f3a8f93f8c4ac60a8d083e8ba6fd3b2f5cfe,NAB,vnstock:VCI,vnstock:VCI,,NAB: Nghị quyết HĐQT về việc cập nhật Quy chế ESOP,,2026-05-21 08:54:38+00:00,2026-05-21 08:54:38+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,corporate_action,0.0,neutral,keyword_heuristic_v1
9ad3e1d2da2421e0d7863fd946e1614ed4119c175009364ba96b6fb0d0bb879f,NAB,vnstock:VCI,vnstock:VCI,,"NAB: Thông báo nhận được Quyết định của NHNNVN về việc chấp thuận bổ sung nội dung hoạt động ""giao đại lý thanh toán"" vào Giấy phép thành lập và hoạt động",,2026-05-21 08:56:51+00:00,2026-05-21 08:56:51+00:00,2026-08-16 05:59:32.787741+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
