item,item_en,item_id,2026-Q2,2026-Q1,2025-Q4,2025-Q3
TÀI SẢN NGẮN HẠN,CURRENT ASSETS,current_assets,42812024000000.0,31419317000000.0,36234495000000.0,32214095000000.0
Tiền và tương đương tiền,Cash and cash equivalents,cash_and_cash_equivalents,11550652000000.0,7081065000000.0,12101850000000.0,13266315000000.0
Tiền,Cash,cash,1831924000000.0,1634806000000.0,1013866000000.0,1606804000000.0
Các khoản tương đương tiền,Cash equivalents,cash_equivalents,9718728000000.0,5446259000000.0,11087984000000.0,11659511000000.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,6076852000000.0,6924137000000.0,5379753000000.0,1463311000000.0
Đầu tư ngắn hạn,Short-term investments,short_term_investments,1982969000000.0,2203028000000.0,3824067000000.0,446725000000.0
Dự phòng giảm giá,Provision for diminution,provision_for_diminution,0.0,0.0,0.0,0.0
Các khoản phải thu,Accounts receivable,accounts_receivable,5001288000000.0,3603236000000.0,5639277000000.0,5282619000000.0
Phải thu khách hàng,Trade accounts receivable,trade_accounts_receivable,3181451000000.0,1543918000000.0,1274262000000.0,1457122000000.0
Trả trước người bán,Prepayments to suppliers,prepayments_to_suppliers,617544000000.0,624101000000.0,542864000000.0,583035000000.0
Phải thu nội bộ,Intercompany receivables,intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu hợp đồng xây dựng đang thực hiện,Construction contract in progress receivables,construction_contract_in_progress_receivables,0.0,0.0,0.0,0.0
Phải thu khác,Other receivables,other_receivables,1175292000000.0,1410295000000.0,3771567000000.0,3218563000000.0
Dự phòng nợ khó đòi,Provision for doubtful debts,provision_for_doubtful_debts,-30518000000.0,-30500000000.0,-85544000000.0,-84346000000.0
"Hàng tồn kho, ròng","Inventories, Net",inventories_net,17257236000000.0,11329909000000.0,11262216000000.0,10307815000000.0
Hàng tồn kho,Inventories,inventories,17396403000000.0,11544171000000.0,11415704000000.0,10460294000000.0
Dự phòng giảm giá hàng tồn kho,Provision for decline in inventories,provision_for_decline_in_inventories,-139167000000.0,-214262000000.0,-153488000000.0,-152479000000.0
Tài sản lưu động khác,Other current assets,other_current_assets,2346027000000.0,1896445000000.0,1851399000000.0,1894035000000.0
Chi phí trả trước ngắn hạn,Short-term prepayments,short_term_prepayments,290100000000.0,354761000000.0,378635000000.0,420071000000.0
Thuế GTGT được khấu trừ,VAT to be claimed,vat_to_be_claimed,1808996000000.0,1431119000000.0,1363276000000.0,1360645000000.0
Phải thu thuế khác,Other taxes receivable,other_taxes_receivable,117491000000.0,110565000000.0,109488000000.0,113319000000.0
Tài sản lưu động khác,Other current assets,other_current_assets,129440000000.0,0.0,0.0,0.0
TÀI SẢN DÀI HẠN,LONG-TERM ASSETS,long_term_assets,100145431000000.0,99298623000000.0,92728676000000.0,89137114000000.0
Phải thu dài hạn,Long-term trade receivables,long_term_trade_receivables,1811490000000.0,1725152000000.0,4949625000000.0,2337408000000.0
Phải thu khách hàng dài hạn,Long-term trade receivables from customers,long_term_trade_receivables_from_customers,0.0,0.0,0.0,0.0
Phải thu nội bộ dài hạn,Long-term intercompany receivables,long_term_intercompany_receivables,0.0,0.0,0.0,0.0
Phải thu dài hạn khác,Other long-term receivables,other_long_term_receivables,1811490000000.0,1725152000000.0,4949625000000.0,2337408000000.0
Dự phòng phải thu dài hạn,Provision for doubtful LT receivable,provision_for_doubtful_lt_receivable,0.0,0.0,0.0,0.0
Tài sản cố định,Fixed assets,fixed_assets,35009386000000.0,35310874000000.0,35484220000000.0,35518124000000.0
GTCL TSCĐ hữu hình,Tangible fixed assets,tangible_fixed_assets,26083537000000.0,26322243000000.0,26392688000000.0,26305169000000.0
Nguyên giá TSCĐ hữu hình,Cost,cost,49674680000000.0,49295707000000.0,48856509000000.0,48328074000000.0
Khấu hao lũy kế TSCĐ hữu hình,Accumulated depreciation,accumulated_depreciation,-23591143000000.0,-22973464000000.0,-22463821000000.0,-22022905000000.0
GTCL tài sản thuê tài chính,Finance lease assets,finance_lease_assets,194837000000.0,199488000000.0,204139000000.0,208790000000.0
Nguyên giá tài sản thuê tài chính,Cost,cost,345223000000.0,345223000000.0,345223000000.0,345223000000.0
Khấu hao lũy kế tài sản thuê tài chính,Accumulated depreciation,accumulated_depreciation,-150386000000.0,-145735000000.0,-141084000000.0,-136433000000.0
GTCL tài sản cố định vô hình,Intangible fixed assets,intangible_fixed_assets,8731012000000.0,8789143000000.0,8887393000000.0,9004165000000.0
Nguyên giá TSCĐ vô hình,Cost,cost,13464024000000.0,13399019000000.0,13373916000000.0,13554552000000.0
Khấu hao lũy kế TSCĐ vô hình,Accumulated depreciation,accumulated_depreciation,-4733012000000.0,-4609876000000.0,-4486523000000.0,-4550387000000.0
